frame.time,ip.src,ip.dst,ip.proto,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
Apr  1, 2026 21:29:50.901843113 PKT,192.168.100.1,192.168.100.39,17,,,53,57015
Apr  1, 2026 21:29:50.901843369 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:29:50.901843614 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:29:50.901843870 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:29:50.901844120 PKT,192.168.100.136,224.0.0.251,17,,,5353,5353
Apr  1, 2026 21:29:50.902304988 PKT,,,,,,5353,5353
Apr  1, 2026 21:29:50.902305433 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:29:50.902305737 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:29:50.902306753 PKT,192.168.100.135,239.255.255.250,17,,,57680,1900
Apr  1, 2026 21:29:50.902307089 PKT,192.168.100.136,224.0.0.251,17,,,5353,5353
Apr  1, 2026 21:29:50.902307390 PKT,,,,,,5353,5353
Apr  1, 2026 21:29:50.902307710 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:29:50.902308067 PKT,192.168.100.135,239.255.255.250,17,,,57680,1900
Apr  1, 2026 21:29:50.902462927 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:29:50.902568416 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:29:50.902568782 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:29:50.902569070 PKT,192.168.100.135,239.255.255.250,17,,,57680,1900
Apr  1, 2026 21:29:50.902600609 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:29:50.902638926 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:29:50.912988404 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:29:51.125916612 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:29:51.247953484 PKT,192.168.100.39,192.168.100.1,17,,,33790,53
