frame.time,ip.src,ip.dst,ip.proto,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
Apr  1, 2026 21:29:11.204017855 PKT,192.168.100.39,35.190.80.1,6,40210,443,,
Apr  1, 2026 21:29:11.437301904 PKT,192.168.100.39,157.240.227.60,17,,,52401,443
Apr  1, 2026 21:29:11.460027636 PKT,192.168.100.39,35.190.80.1,6,40212,443,,
Apr  1, 2026 21:29:11.588009017 PKT,192.168.100.39,172.64.148.235,6,35934,443,,
Apr  1, 2026 21:29:12.638512349 PKT,,,,,,,
Apr  1, 2026 21:29:12.824881952 PKT,192.168.100.135,239.255.255.250,17,,,56390,1900
Apr  1, 2026 21:29:12.824882773 PKT,192.168.100.135,239.255.255.250,17,,,56390,1900
Apr  1, 2026 21:29:12.825633624 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:29:12.825686615 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:29:12.830276464 PKT,157.240.227.60,192.168.100.39,17,,,443,52401
Apr  1, 2026 21:29:12.830277298 PKT,172.64.148.235,192.168.100.39,6,443,35934,,
Apr  1, 2026 21:29:13.133591511 PKT,157.240.227.60,192.168.100.39,17,,,443,52401
Apr  1, 2026 21:29:13.133591904 PKT,157.240.227.60,192.168.100.39,17,,,443,52401
Apr  1, 2026 21:29:13.133592010 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:29:13.133643132 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:29:13.133799374 PKT,192.168.100.39,157.240.227.60,17,,,52401,443
Apr  1, 2026 21:29:13.133915185 PKT,192.168.100.39,157.240.227.60,17,,,52401,443
Apr  1, 2026 21:29:13.139610878 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:29:13.165699472 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:29:13.259109352 PKT,157.240.227.60,192.168.100.39,17,,,443,52401
Apr  1, 2026 21:29:13.259109801 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:29:13.284927818 PKT,192.168.100.39,157.240.227.60,17,,,52401,443
Apr  1, 2026 21:29:13.386060952 PKT,157.240.227.60,192.168.100.39,17,,,443,52401
Apr  1, 2026 21:29:13.386062190 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:29:13.659647147 PKT,,,,,,,
Apr  1, 2026 21:29:14.721600965 PKT,192.168.100.39,142.251.152.119,17,,,49698,443
Apr  1, 2026 21:29:15.236007967 PKT,192.168.100.39,35.190.80.1,6,40210,443,,
Apr  1, 2026 21:29:15.491932297 PKT,192.168.100.39,35.190.80.1,6,40212,443,,
Apr  1, 2026 21:29:15.560068795 PKT,142.251.152.119,192.168.100.39,17,,,443,49698
Apr  1, 2026 21:29:15.560069685 PKT,192.168.100.108,224.0.0.251,17,,,5353,5353
Apr  1, 2026 21:29:15.560070137 PKT,,,,,,5353,5353
Apr  1, 2026 21:29:15.910172107 PKT,,,,,,,
Apr  1, 2026 21:29:16.238547644 PKT,192.168.100.39,52.5.197.43,6,37474,443,,
Apr  1, 2026 21:29:16.795417467 PKT,192.168.100.39,192.168.100.1,17,,,37318,53
Apr  1, 2026 21:29:16.885991557 PKT,172.64.148.235,192.168.100.39,6,443,35934,,
Apr  1, 2026 21:29:16.885992466 PKT,192.168.100.85,224.0.0.251,17,,,5353,5353
Apr  1, 2026 21:29:16.886517337 PKT,192.168.100.39,172.64.148.235,6,35934,443,,
Apr  1, 2026 21:29:17.144259785 PKT,192.168.100.1,192.168.100.39,17,,,53,37318
Apr  1, 2026 21:29:17.144260358 PKT,172.64.148.235,192.168.100.39,6,443,35934,,
Apr  1, 2026 21:29:18.161842061 PKT,,,,,,,
Apr  1, 2026 21:29:18.385807761 PKT,,,,,,,
Apr  1, 2026 21:29:18.385809372 PKT,,,,,,,
Apr  1, 2026 21:29:18.385809779 PKT,52.5.197.43,192.168.100.39,6,443,37474,,
Apr  1, 2026 21:29:18.386017788 PKT,192.168.100.39,52.5.197.43,6,37474,443,,
Apr  1, 2026 21:29:18.516273421 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:29:19.091749456 PKT,,,,,,,
Apr  1, 2026 21:29:19.308227126 PKT,104.18.39.21,192.168.100.39,6,443,48048,,
Apr  1, 2026 21:29:19.308228143 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:29:19.308497791 PKT,192.168.100.39,104.18.39.21,6,48048,443,,
Apr  1, 2026 21:29:19.406069459 PKT,104.18.39.21,192.168.100.39,6,443,48048,,
Apr  1, 2026 21:29:19.498621359 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:29:19.541842237 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:29:19.933372959 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:29:19.933488009 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:29:20.085906417 PKT,192.168.100.135,239.255.255.250,17,,,36460,1900
Apr  1, 2026 21:29:20.291954057 PKT,192.168.100.39,20.189.173.25,6,43282,443,,
Apr  1, 2026 21:29:20.489226910 PKT,192.168.100.135,239.255.255.250,17,,,36460,1900
Apr  1, 2026 21:29:20.780690544 PKT,192.168.100.39,192.168.100.1,17,,,34779,53
Apr  1, 2026 21:29:20.786965295 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:21.031400109 PKT,192.168.100.39,142.251.38.14,6,53426,443,,
Apr  1, 2026 21:29:21.101277055 PKT,192.168.100.135,239.255.255.250,17,,,36460,1900
Apr  1, 2026 21:29:21.101277579 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:29:21.101314261 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:29:21.104083658 PKT,192.168.100.1,192.168.100.39,17,,,53,34779
Apr  1, 2026 21:29:21.104084147 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:21.104171300 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:21.105555812 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:21.105584754 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:21.558316905 PKT,142.251.38.14,192.168.100.39,6,443,53426,,
Apr  1, 2026 21:29:21.558317716 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:21.558318014 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:21.558318266 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:21.558318516 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:29:21.558318765 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:21.558319015 PKT,142.251.38.14,192.168.100.39,6,443,53426,,
Apr  1, 2026 21:29:21.558484882 PKT,192.168.100.39,142.251.38.14,6,53426,443,,
Apr  1, 2026 21:29:21.558549485 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:21.558620672 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:29:21.558650827 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:21.558669544 PKT,192.168.100.39,142.251.38.14,6,53426,443,,
Apr  1, 2026 21:29:21.561533317 PKT,192.168.100.39,142.251.38.14,6,53426,443,,
Apr  1, 2026 21:29:21.561570983 PKT,192.168.100.39,142.251.38.14,6,53426,443,,
Apr  1, 2026 21:29:21.565236310 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:21.574024545 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:29:21.577569437 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:21.579843822 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:21.579929921 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:21.581191626 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:21.581233786 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:21.583143422 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:21.608094948 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:21.613630600 PKT,142.251.38.14,192.168.100.39,6,443,53426,,
Apr  1, 2026 21:29:21.613631443 PKT,142.251.38.14,192.168.100.39,6,443,53426,,
Apr  1, 2026 21:29:21.677393663 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:21.984285534 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:29:21.984286403 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:21.984287001 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:21.984287248 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:21.984287495 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:21.984369778 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:21.984422280 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:21.984449874 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:21.984600331 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.132807661 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.132908610 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.134534306 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.134632464 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.195557359 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.195558116 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.241674383 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.241733666 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.241768295 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.285804099 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.287353772 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.287354435 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.513483892 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.516554993 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.516643019 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.524689169 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.524711104 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.538796870 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.538820178 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.550347057 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.550375354 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.576030865 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.576160602 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.581504173 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.581633504 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.598129878 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.599279014 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.610406581 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.610463965 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.616689106 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.616764618 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.625835075 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.625918897 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.632529545 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.632591505 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.641170876 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.642336832 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.650840550 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.650944415 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.661054078 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.661113548 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.665474485 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.665533713 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.675037326 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.676223436 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.685540572 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.686727026 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.688847708 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.690079166 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.735256229 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.736447388 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.792997961 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.792998662 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.792998965 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.792999218 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:22.793079208 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.793144615 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.793172923 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:22.793200970 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:23.137725869 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:29:23.363892686 PKT,192.168.100.39,35.190.80.1,6,40210,443,,
Apr  1, 2026 21:29:23.392308962 PKT,,,,,,,
Apr  1, 2026 21:29:23.536762459 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:29:23.536762916 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:23.576958770 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:23.875902745 PKT,192.168.100.39,35.190.80.1,6,40212,443,,
Apr  1, 2026 21:29:23.881617681 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:23.881618192 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:23.881618341 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:23.881668650 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:23.881705565 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:23.881722083 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:24.213952043 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:24.213952602 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:24.213952723 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:24.213952852 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:24.213997429 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:24.214024293 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:24.214033722 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:24.214052034 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:24.215267674 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:24.215268189 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:24.215268340 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:24.215268493 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:24.215268642 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:24.215268780 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:24.215268934 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:24.215269095 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:24.215320988 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:24.215357583 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:24.215375932 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:24.215393209 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:24.215406257 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:24.215419346 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:24.215432676 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:24.215445557 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:24.215468788 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:24.215469368 PKT,142.251.38.14,192.168.100.39,6,443,53426,,
Apr  1, 2026 21:29:24.215481131 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:24.215497291 PKT,192.168.100.39,142.251.38.14,6,53426,443,,
Apr  1, 2026 21:29:24.257948803 PKT,142.251.38.14,192.168.100.39,6,443,53426,,
Apr  1, 2026 21:29:24.257982364 PKT,192.168.100.39,142.251.38.14,6,53426,443,,
Apr  1, 2026 21:29:24.258313873 PKT,192.168.100.39,142.251.38.14,6,53426,443,,
Apr  1, 2026 21:29:24.263036626 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:24.263075606 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:24.269023309 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:24.269023709 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:24.269182542 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:24.269221981 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:24.272574846 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:24.272575218 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
Apr  1, 2026 21:29:24.272608000 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:24.272638557 PKT,192.168.100.39,142.251.38.14,6,53414,443,,
Apr  1, 2026 21:29:24.277095646 PKT,142.251.38.14,192.168.100.39,6,443,53414,,
