frame.time,ip.src,ip.dst,ip.proto,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
Apr  1, 2026 21:30:37.176835934 PKT,192.168.100.39,172.64.155.209,17,,,45844,443
Apr  1, 2026 21:30:38.316990569 PKT,192.168.100.39,172.64.155.209,17,,,45844,443
Apr  1, 2026 21:30:38.499411529 PKT,157.240.227.60,192.168.100.39,6,5222,42928,,
Apr  1, 2026 21:30:38.499412705 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:30:38.499413008 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:30:38.499413264 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:30:38.499413514 PKT,172.64.155.209,192.168.100.39,17,,,443,45844
Apr  1, 2026 21:30:38.499413764 PKT,172.64.155.209,192.168.100.39,17,,,443,45844
Apr  1, 2026 21:30:38.499414007 PKT,172.64.155.209,192.168.100.39,17,,,443,45844
Apr  1, 2026 21:30:38.499414257 PKT,172.64.155.209,192.168.100.39,17,,,443,45844
Apr  1, 2026 21:30:38.499497255 PKT,192.168.100.39,157.240.227.60,6,42928,5222,,
Apr  1, 2026 21:30:38.499856316 PKT,172.64.155.209,192.168.100.39,17,,,443,45844
Apr  1, 2026 21:30:38.499856546 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:30:38.499857421 PKT,192.168.100.74,224.0.0.251,17,,,5353,5353
Apr  1, 2026 21:30:38.499857658 PKT,,,,,,5353,5353
Apr  1, 2026 21:30:38.499857908 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:30:38.499858148 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:30:38.499858399 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:30:38.500856516 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:30:38.501543755 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:30:38.503583172 PKT,192.168.100.39,172.64.155.209,17,,,45844,443
Apr  1, 2026 21:30:38.504017460 PKT,192.168.100.39,172.64.155.209,17,,,45844,443
Apr  1, 2026 21:30:38.511620510 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:30:38.611425114 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:30:38.850717127 PKT,192.168.100.39,157.240.227.60,6,42928,5222,,
Apr  1, 2026 21:30:38.924302791 PKT,192.168.100.39,157.240.227.60,6,42928,5222,,
Apr  1, 2026 21:30:39.139892364 PKT,192.168.100.39,172.64.148.235,6,56006,443,,
Apr  1, 2026 21:30:39.152060557 PKT,192.168.100.39,157.240.227.60,6,42928,5222,,
Apr  1, 2026 21:30:39.157549989 PKT,192.168.100.39,157.240.227.60,6,42928,5222,,
Apr  1, 2026 21:30:39.397719411 PKT,,,,,,,
Apr  1, 2026 21:30:39.523932625 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:30:39.548513970 PKT,172.64.155.209,192.168.100.39,17,,,443,45844
Apr  1, 2026 21:30:39.548514795 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:30:39.548515160 PKT,104.18.39.21,192.168.100.39,6,443,48048,,
Apr  1, 2026 21:30:39.548515473 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:30:39.548515776 PKT,157.240.227.60,192.168.100.39,6,5222,42928,,
Apr  1, 2026 21:30:39.548516056 PKT,157.240.227.60,192.168.100.39,6,5222,42928,,
Apr  1, 2026 21:30:39.548516395 PKT,157.240.227.60,192.168.100.39,6,5222,42928,,
Apr  1, 2026 21:30:39.548516722 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:30:39.548756172 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:30:39.548756566 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:30:39.548756838 PKT,172.64.148.235,192.168.100.39,6,443,56006,,
Apr  1, 2026 21:30:39.550615494 PKT,192.168.100.39,104.18.39.21,6,48048,443,,
Apr  1, 2026 21:30:39.550976159 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:30:39.576122900 PKT,192.168.100.39,172.64.155.209,17,,,45844,443
Apr  1, 2026 21:30:39.740745165 PKT,192.168.100.39,157.240.227.60,17,,,43403,443
Apr  1, 2026 21:30:39.837478243 PKT,192.168.100.39,192.168.100.1,17,,,40746,53
Apr  1, 2026 21:30:39.997818149 PKT,,,,,,,
Apr  1, 2026 21:30:40.410767474 PKT,,,,,,,
Apr  1, 2026 21:30:40.545299043 PKT,192.168.100.39,192.168.100.1,17,,,38297,53
Apr  1, 2026 21:30:40.620638124 PKT,192.168.100.1,192.168.100.39,17,,,53,40746
Apr  1, 2026 21:30:40.622264326 PKT,192.168.100.39,192.168.100.1,17,,,49669,53
Apr  1, 2026 21:30:40.637899733 PKT,192.168.100.39,20.189.173.10,6,49744,443,,
Apr  1, 2026 21:30:40.647845944 PKT,192.168.100.1,192.168.100.39,17,,,53,38297
Apr  1, 2026 21:30:40.647846240 PKT,192.168.100.1,192.168.100.39,17,,,53,49669
Apr  1, 2026 21:30:40.648801015 PKT,192.168.100.39,20.189.173.10,6,49750,443,,
Apr  1, 2026 21:30:40.867966716 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:30:40.888808941 PKT,192.168.100.39,20.189.173.10,6,49752,443,,
Apr  1, 2026 21:30:40.945050692 PKT,,,,,,,
Apr  1, 2026 21:30:41.104803094 PKT,192.168.100.39,104.18.39.21,6,48048,443,,
Apr  1, 2026 21:30:41.699929392 PKT,192.168.100.39,20.189.173.10,6,49750,443,,
Apr  1, 2026 21:30:41.699962550 PKT,192.168.100.39,20.189.173.10,6,49744,443,,
Apr  1, 2026 21:30:41.891926690 PKT,192.168.100.39,20.189.173.10,6,49752,443,,
Apr  1, 2026 21:30:41.942373234 PKT,,,,,,,
Apr  1, 2026 21:30:42.057950582 PKT,192.168.100.39,192.168.100.1,17,,,38475,53
Apr  1, 2026 21:30:42.725000250 PKT,192.168.100.39,20.189.173.10,6,49744,443,,
Apr  1, 2026 21:30:42.725053526 PKT,192.168.100.39,20.189.173.10,6,49750,443,,
Apr  1, 2026 21:30:42.915938594 PKT,192.168.100.39,20.189.173.10,6,49752,443,,
Apr  1, 2026 21:30:43.067857286 PKT,20.189.173.10,192.168.100.39,6,443,49744,,
Apr  1, 2026 21:30:43.067857945 PKT,20.189.173.10,192.168.100.39,6,443,49750,,
Apr  1, 2026 21:30:43.067858151 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:30:43.067858369 PKT,104.18.39.21,192.168.100.39,6,443,48048,,
Apr  1, 2026 21:30:43.067858577 PKT,20.189.173.10,192.168.100.39,6,443,49752,,
Apr  1, 2026 21:30:43.067858785 PKT,104.18.39.21,192.168.100.39,6,443,48048,,
Apr  1, 2026 21:30:43.067858997 PKT,20.189.173.10,192.168.100.39,6,443,49750,,
Apr  1, 2026 21:30:43.067859211 PKT,20.189.173.10,192.168.100.39,6,443,49744,,
Apr  1, 2026 21:30:43.067976872 PKT,192.168.100.39,20.189.173.10,6,49744,443,,
Apr  1, 2026 21:30:43.068039412 PKT,192.168.100.39,20.189.173.10,6,49750,443,,
Apr  1, 2026 21:30:43.068125638 PKT,192.168.100.39,20.189.173.10,6,49752,443,,
Apr  1, 2026 21:30:43.068208536 PKT,192.168.100.39,20.189.173.10,6,49750,443,,
Apr  1, 2026 21:30:43.068251996 PKT,192.168.100.39,20.189.173.10,6,49744,443,,
Apr  1, 2026 21:30:43.068416517 PKT,192.168.100.1,192.168.100.39,17,,,53,38475
Apr  1, 2026 21:30:43.069667458 PKT,192.168.100.39,20.189.173.10,6,49750,443,,
Apr  1, 2026 21:30:43.070979170 PKT,192.168.100.39,20.189.173.10,6,49744,443,,
Apr  1, 2026 21:30:43.071022280 PKT,192.168.100.39,20.189.173.10,6,49744,443,,
Apr  1, 2026 21:30:43.074301324 PKT,192.168.100.39,20.189.173.10,6,49752,443,,
Apr  1, 2026 21:30:43.074352222 PKT,192.168.100.39,20.189.173.10,6,49752,443,,
Apr  1, 2026 21:30:43.074369133 PKT,192.168.100.39,20.189.173.10,6,49760,443,,
Apr  1, 2026 21:30:43.109964813 PKT,192.168.100.39,104.18.39.21,6,48048,443,,
Apr  1, 2026 21:30:44.131915498 PKT,192.168.100.39,20.189.173.10,6,49760,443,,
Apr  1, 2026 21:30:45.155936114 PKT,192.168.100.39,20.189.173.10,6,49760,443,,
Apr  1, 2026 21:30:45.230674854 PKT,20.189.173.10,192.168.100.39,6,443,49750,,
Apr  1, 2026 21:30:45.230676730 PKT,20.189.173.10,192.168.100.39,6,443,49760,,
Apr  1, 2026 21:30:45.230677116 PKT,20.189.173.10,192.168.100.39,6,443,49750,,
Apr  1, 2026 21:30:45.230677393 PKT,20.189.173.10,192.168.100.39,6,443,49750,,
Apr  1, 2026 21:30:45.230677726 PKT,20.189.173.10,192.168.100.39,6,443,49750,,
Apr  1, 2026 21:30:45.230678067 PKT,20.189.173.10,192.168.100.39,6,443,49744,,
Apr  1, 2026 21:30:45.230678372 PKT,20.189.173.10,192.168.100.39,6,443,49752,,
Apr  1, 2026 21:30:45.230678721 PKT,20.189.173.10,192.168.100.39,6,443,49752,,
Apr  1, 2026 21:30:45.230772491 PKT,192.168.100.39,20.189.173.10,6,49750,443,,
Apr  1, 2026 21:30:45.230897974 PKT,192.168.100.39,20.189.173.10,6,49760,443,,
Apr  1, 2026 21:30:45.231016212 PKT,192.168.100.39,20.189.173.10,6,49752,443,,
Apr  1, 2026 21:30:45.231199845 PKT,20.189.173.10,192.168.100.39,6,443,49744,,
Apr  1, 2026 21:30:45.231200446 PKT,20.189.173.10,192.168.100.39,6,443,49750,,
Apr  1, 2026 21:30:45.231200726 PKT,20.189.173.10,192.168.100.39,6,443,49750,,
Apr  1, 2026 21:30:45.231200976 PKT,157.240.227.60,192.168.100.39,6,5222,42928,,
Apr  1, 2026 21:30:45.231254276 PKT,192.168.100.39,20.189.173.10,6,49744,443,,
Apr  1, 2026 21:30:45.231318393 PKT,192.168.100.39,20.189.173.10,6,49750,443,,
Apr  1, 2026 21:30:45.231362832 PKT,192.168.100.39,20.189.173.10,6,49750,443,,
Apr  1, 2026 21:30:45.232377150 PKT,192.168.100.39,20.189.173.10,6,49760,443,,
Apr  1, 2026 21:30:45.237852832 PKT,192.168.100.39,20.189.173.10,6,49752,443,,
Apr  1, 2026 21:30:45.251628357 PKT,192.168.100.39,20.189.173.10,6,49744,443,,
Apr  1, 2026 21:30:45.271996163 PKT,192.168.100.39,157.240.227.60,6,42928,5222,,
Apr  1, 2026 21:30:45.426439340 PKT,,,,,,,
Apr  1, 2026 21:30:46.380132689 PKT,192.168.100.39,157.240.227.60,17,,,43403,443
Apr  1, 2026 21:30:46.649178120 PKT,,,,,,,
Apr  1, 2026 21:30:46.873544942 PKT,192.168.100.39,239.255.255.250,17,,,47350,1900
Apr  1, 2026 21:30:47.874742142 PKT,192.168.100.39,239.255.255.250,17,,,47350,1900
Apr  1, 2026 21:30:48.473888771 PKT,192.168.100.39,192.168.100.1,17,,,34333,53
Apr  1, 2026 21:30:48.474735858 PKT,192.168.100.39,192.168.100.1,17,,,51976,53
Apr  1, 2026 21:30:48.561643133 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:30:48.875578395 PKT,192.168.100.39,239.255.255.250,17,,,47350,1900
Apr  1, 2026 21:30:49.118429522 PKT,192.168.100.39,20.189.173.10,6,36214,443,,
Apr  1, 2026 21:30:49.877113771 PKT,192.168.100.39,239.255.255.250,17,,,47350,1900
Apr  1, 2026 21:30:49.891937740 PKT,192.168.100.39,20.189.173.10,6,49760,443,,
Apr  1, 2026 21:30:49.892000562 PKT,192.168.100.39,20.189.173.10,6,49752,443,,
Apr  1, 2026 21:30:50.147957824 PKT,192.168.100.39,20.189.173.10,6,36214,443,,
Apr  1, 2026 21:30:50.404027804 PKT,192.168.100.39,20.189.173.10,6,49744,443,,
Apr  1, 2026 21:30:51.052763713 PKT,,,,,,,
Apr  1, 2026 21:30:51.052764682 PKT,,,,,,,
Apr  1, 2026 21:30:51.054696855 PKT,157.240.227.60,192.168.100.39,6,443,43338,,
Apr  1, 2026 21:30:51.054697251 PKT,20.189.173.10,192.168.100.39,6,443,49760,,
Apr  1, 2026 21:30:51.054698271 PKT,20.189.173.10,192.168.100.39,6,443,49750,,
Apr  1, 2026 21:30:51.054760496 PKT,192.168.100.39,157.240.227.60,6,43338,443,,
Apr  1, 2026 21:30:51.054836221 PKT,192.168.100.39,20.189.173.10,6,49760,443,,
Apr  1, 2026 21:30:51.055573593 PKT,192.168.100.39,157.240.227.60,6,43338,443,,
Apr  1, 2026 21:30:51.058843239 PKT,20.189.173.10,192.168.100.39,6,443,49744,,
Apr  1, 2026 21:30:51.058843822 PKT,20.189.173.10,192.168.100.39,6,443,49752,,
Apr  1, 2026 21:30:51.059139109 PKT,192.168.100.39,20.189.173.10,6,49752,443,,
Apr  1, 2026 21:30:51.059330788 PKT,,,,,,,
Apr  1, 2026 21:30:51.059331140 PKT,,,,,,,
Apr  1, 2026 21:30:51.059331512 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:30:51.059331826 PKT,157.240.227.60,192.168.100.39,6,443,43338,,
Apr  1, 2026 21:30:51.059332119 PKT,172.64.148.235,192.168.100.39,6,443,56006,,
Apr  1, 2026 21:30:51.059332460 PKT,20.189.173.10,192.168.100.39,6,443,49750,,
Apr  1, 2026 21:30:51.059332827 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:30:51.059333189 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:30:51.059481772 PKT,192.168.100.39,157.240.227.60,6,43338,443,,
Apr  1, 2026 21:30:51.059533330 PKT,192.168.100.39,172.64.148.235,6,56006,443,,
Apr  1, 2026 21:30:51.059576169 PKT,192.168.100.39,20.189.173.10,6,49750,443,,
Apr  1, 2026 21:30:51.059715516 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:30:51.059715999 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:30:51.059716287 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:30:51.059716564 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
