frame.time,ip.src,ip.dst,ip.proto,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
Apr  1, 2026 21:28:47.584942513 PKT,192.168.100.39,104.18.39.21,6,48048,443,,
Apr  1, 2026 21:28:47.595025590 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:47.720223899 PKT,192.168.100.39,142.251.152.119,17,,,49698,443
Apr  1, 2026 21:28:47.737067428 PKT,192.168.100.39,192.168.100.1,17,,,52617,53
Apr  1, 2026 21:28:47.738491414 PKT,192.168.100.39,192.168.100.1,17,,,38861,53
Apr  1, 2026 21:28:47.753051499 PKT,74.125.133.188,192.168.100.39,6,5228,53884,,
Apr  1, 2026 21:28:47.753152384 PKT,192.168.100.39,74.125.133.188,6,53884,5228,,
Apr  1, 2026 21:28:47.801915824 PKT,172.64.155.209,192.168.100.39,6,443,36218,,
Apr  1, 2026 21:28:47.801916289 PKT,192.168.100.1,192.168.100.39,17,,,53,40801
Apr  1, 2026 21:28:47.801916419 PKT,192.168.100.85,224.0.0.251,17,,,5353,5353
Apr  1, 2026 21:28:47.801916531 PKT,192.168.100.85,224.0.0.251,17,,,5353,5353
Apr  1, 2026 21:28:47.801916635 PKT,157.240.227.60,192.168.100.39,6,443,33168,,
Apr  1, 2026 21:28:47.801916739 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:28:47.801916842 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:28:47.801974614 PKT,192.168.100.39,172.64.155.209,6,36218,443,,
Apr  1, 2026 21:28:47.802087268 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:28:47.802447180 PKT,172.64.155.209,192.168.100.39,6,443,36218,,
Apr  1, 2026 21:28:47.802447447 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:47.802447568 PKT,157.240.227.60,192.168.100.39,6,443,33168,,
Apr  1, 2026 21:28:47.802486085 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:47.802506689 PKT,192.168.100.39,157.240.227.60,6,33168,443,,
Apr  1, 2026 21:28:47.804401952 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:47.804424273 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:47.869994649 PKT,192.168.100.39,239.255.255.250,17,,,45048,1900
Apr  1, 2026 21:28:47.945735752 PKT,,,,,,,
Apr  1, 2026 21:28:48.037953841 PKT,192.168.100.85,224.0.0.251,17,,,5353,5353
Apr  1, 2026 21:28:48.037954187 PKT,172.64.148.235,192.168.100.39,6,443,56006,,
Apr  1, 2026 21:28:48.037954308 PKT,172.64.155.209,192.168.100.39,6,443,36218,,
Apr  1, 2026 21:28:48.037954404 PKT,172.64.155.209,192.168.100.39,6,443,36218,,
Apr  1, 2026 21:28:48.037954512 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:48.037954613 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:48.037954709 PKT,172.64.155.209,192.168.100.39,6,443,36228,,
Apr  1, 2026 21:28:48.037954797 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:48.038036962 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:48.040796936 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:48.040797271 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:48.040797380 PKT,172.64.155.209,192.168.100.39,6,443,36228,,
Apr  1, 2026 21:28:48.040797477 PKT,172.64.155.209,192.168.100.39,6,443,36218,,
Apr  1, 2026 21:28:48.040797582 PKT,74.125.133.188,192.168.100.39,6,5228,53884,,
Apr  1, 2026 21:28:48.040797664 PKT,74.125.133.188,192.168.100.39,6,5228,53884,,
Apr  1, 2026 21:28:48.040853249 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:48.040895108 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:48.040907872 PKT,192.168.100.39,172.64.155.209,6,36228,443,,
Apr  1, 2026 21:28:48.040918161 PKT,192.168.100.39,172.64.155.209,6,36218,443,,
Apr  1, 2026 21:28:48.044419692 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:48.045543905 PKT,192.168.100.39,172.64.155.209,6,36228,443,,
Apr  1, 2026 21:28:48.050358695 PKT,,,,,,,
Apr  1, 2026 21:28:48.050359002 PKT,,,,,,,
Apr  1, 2026 21:28:48.058337542 PKT,74.125.133.188,192.168.100.39,6,5228,53884,,
Apr  1, 2026 21:28:48.058365440 PKT,192.168.100.39,74.125.133.188,6,53884,5228,,
Apr  1, 2026 21:28:48.058651426 PKT,192.168.100.39,172.64.155.209,6,36218,443,,
Apr  1, 2026 21:28:48.059489034 PKT,192.168.100.39,172.64.155.209,6,36218,443,,
Apr  1, 2026 21:28:48.059663054 PKT,192.168.100.39,172.64.155.209,6,36228,443,,
Apr  1, 2026 21:28:48.059766951 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:48.060003807 PKT,74.125.133.188,192.168.100.39,6,5228,53884,,
Apr  1, 2026 21:28:48.060026123 PKT,192.168.100.39,74.125.133.188,6,53884,5228,,
Apr  1, 2026 21:28:48.061682141 PKT,74.125.133.188,192.168.100.39,6,5228,53884,,
Apr  1, 2026 21:28:48.061682502 PKT,74.125.133.188,192.168.100.39,6,5228,53884,,
Apr  1, 2026 21:28:48.061682603 PKT,104.18.39.21,192.168.100.39,6,443,44332,,
Apr  1, 2026 21:28:48.061682708 PKT,192.168.100.1,192.168.100.39,17,,,53,52617
Apr  1, 2026 21:28:48.061720588 PKT,192.168.100.39,74.125.133.188,6,53884,5228,,
Apr  1, 2026 21:28:48.061746043 PKT,192.168.100.39,74.125.133.188,6,53884,5228,,
Apr  1, 2026 21:28:48.063572489 PKT,192.168.100.39,192.168.100.1,17,,,49026,53
Apr  1, 2026 21:28:48.069385837 PKT,192.168.100.39,74.125.133.188,6,53884,5228,,
Apr  1, 2026 21:28:48.072004505 PKT,192.168.100.1,192.168.100.39,17,,,53,38861
Apr  1, 2026 21:28:48.072004861 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:28:48.072059131 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:28:48.077447375 PKT,192.168.100.39,104.18.39.21,6,44332,443,,
Apr  1, 2026 21:28:48.082139430 PKT,192.168.100.39,74.125.133.188,6,53884,5228,,
Apr  1, 2026 21:28:48.082484273 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:28:48.083020528 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:48.083038488 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:48.083053405 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:48.083059457 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:48.083387572 PKT,192.168.100.39,23.61.250.125,6,55170,443,,
Apr  1, 2026 21:28:48.083699832 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:28:48.090971158 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:48.090995837 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:48.091049579 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:48.091061839 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:48.227974361 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:48.323835388 PKT,192.168.100.39,104.18.39.21,6,48048,443,,
Apr  1, 2026 21:28:48.334144555 PKT,192.168.100.39,23.61.250.125,6,55176,443,,
Apr  1, 2026 21:28:48.419803335 PKT,192.168.100.39,104.18.39.21,6,48048,443,,
Apr  1, 2026 21:28:48.502080502 PKT,157.240.227.60,192.168.100.39,6,443,33168,,
Apr  1, 2026 21:28:48.502080761 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:48.502130441 PKT,192.168.100.39,157.240.227.60,6,33168,443,,
Apr  1, 2026 21:28:48.503152521 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:48.503152977 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:48.503153058 PKT,192.168.100.85,224.0.0.251,17,,,5353,5353
Apr  1, 2026 21:28:48.503153516 PKT,142.251.152.119,192.168.100.39,17,,,443,49698
Apr  1, 2026 21:28:48.503153598 PKT,192.168.100.85,239.255.255.250,17,,,54776,1900
Apr  1, 2026 21:28:48.503153689 PKT,192.168.100.85,239.255.255.250,17,,,54776,1900
Apr  1, 2026 21:28:48.503153793 PKT,192.168.100.85,224.0.0.251,17,,,5353,5353
Apr  1, 2026 21:28:48.503153880 PKT,157.240.227.60,192.168.100.39,17,,,443,52401
Apr  1, 2026 21:28:48.503254225 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:48.503289140 PKT,157.240.227.60,192.168.100.39,17,,,443,52401
Apr  1, 2026 21:28:48.504776470 PKT,192.168.100.39,157.240.227.60,6,33168,443,,
Apr  1, 2026 21:28:48.505287985 PKT,192.168.100.39,157.240.227.60,17,,,52401,443
Apr  1, 2026 21:28:48.505402041 PKT,192.168.100.39,157.240.227.60,17,,,52401,443
Apr  1, 2026 21:28:48.508948002 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:48.514130075 PKT,192.168.100.39,157.240.227.60,6,33168,443,,
Apr  1, 2026 21:28:48.531443805 PKT,192.168.100.39,104.26.6.95,6,55782,443,,
Apr  1, 2026 21:28:48.672725169 PKT,192.168.100.1,192.168.100.39,17,,,53,49026
Apr  1, 2026 21:28:48.672725497 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:28:48.672725617 PKT,157.240.227.60,192.168.100.39,6,443,35746,,
Apr  1, 2026 21:28:48.672725709 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:28:48.678262294 PKT,192.168.100.39,157.240.227.60,6,35746,443,,
Apr  1, 2026 21:28:48.712897341 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:28:48.782689756 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:28:48.873934862 PKT,192.168.100.39,239.255.255.250,17,,,45048,1900
Apr  1, 2026 21:28:48.926613112 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:48.926613534 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:48.926613641 PKT,172.64.155.209,192.168.100.39,6,443,36218,,
Apr  1, 2026 21:28:48.926613734 PKT,172.64.155.209,192.168.100.39,6,443,36228,,
Apr  1, 2026 21:28:48.926613825 PKT,104.18.39.21,192.168.100.39,6,443,44332,,
Apr  1, 2026 21:28:48.926613914 PKT,74.125.133.188,192.168.100.39,6,5228,53884,,
Apr  1, 2026 21:28:48.926614012 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:48.926614107 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:48.926674856 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:48.926694551 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:48.926714213 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:48.926719251 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:48.926735479 PKT,192.168.100.39,172.64.155.209,6,36218,443,,
Apr  1, 2026 21:28:48.926757806 PKT,192.168.100.39,172.64.155.209,6,36228,443,,
Apr  1, 2026 21:28:48.926791345 PKT,74.125.133.188,192.168.100.39,6,5228,53884,,
Apr  1, 2026 21:28:48.926791484 PKT,74.125.133.188,192.168.100.39,6,5228,53884,,
Apr  1, 2026 21:28:48.929419173 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:48.966894090 PKT,192.168.100.39,74.125.133.188,6,53884,5228,,
Apr  1, 2026 21:28:49.052446102 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:49.052446549 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:49.052446681 PKT,74.125.133.188,192.168.100.39,6,5228,53884,,
Apr  1, 2026 21:28:49.052446783 PKT,74.125.133.188,192.168.100.39,6,5228,53884,,
Apr  1, 2026 21:28:49.052446890 PKT,23.61.250.125,192.168.100.39,6,443,55170,,
Apr  1, 2026 21:28:49.052446984 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:49.052447083 PKT,104.18.39.21,192.168.100.39,6,443,48048,,
Apr  1, 2026 21:28:49.052447178 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:28:49.052513399 PKT,192.168.100.39,74.125.133.188,6,53884,5228,,
Apr  1, 2026 21:28:49.052540188 PKT,192.168.100.39,74.125.133.188,6,53884,5228,,
Apr  1, 2026 21:28:49.052559461 PKT,192.168.100.39,23.61.250.125,6,55170,443,,
Apr  1, 2026 21:28:49.052579197 PKT,192.168.100.39,104.18.39.21,6,48048,443,,
Apr  1, 2026 21:28:49.052592308 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:28:49.052625584 PKT,104.18.39.21,192.168.100.39,6,443,48048,,
Apr  1, 2026 21:28:49.052625726 PKT,23.61.250.125,192.168.100.39,6,443,55176,,
Apr  1, 2026 21:28:49.052625799 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:49.052625874 PKT,104.18.39.21,192.168.100.39,6,443,48048,,
Apr  1, 2026 21:28:49.052625957 PKT,157.240.227.60,192.168.100.39,17,,,443,52401
Apr  1, 2026 21:28:49.052626049 PKT,157.240.227.60,192.168.100.39,6,443,33168,,
Apr  1, 2026 21:28:49.052626122 PKT,157.240.227.60,192.168.100.39,6,443,33168,,
Apr  1, 2026 21:28:49.052626202 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:49.052652784 PKT,192.168.100.39,23.61.250.125,6,55176,443,,
Apr  1, 2026 21:28:49.052666160 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:49.052674262 PKT,192.168.100.39,104.18.39.21,6,48048,443,,
Apr  1, 2026 21:28:49.052709701 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:49.052709797 PKT,104.18.39.21,192.168.100.39,6,443,48048,,
Apr  1, 2026 21:28:49.052736754 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:49.052748524 PKT,192.168.100.39,104.18.39.21,6,48048,443,,
